current_time,frame_processing_main
2.959216,29.296369712824333
2.997232,27.95785695458747
3.03315,29.791357133262977
3.070791,30.291393733973848
3.105964,29.049252993364647
3.140637,28.870883904419863
3.176511,30.067373506340257
3.218625,29.928292357724064
3.253562,28.864315566562738
3.289437,29.03955439803016
3.326233,29.409434362938793
3.363261,29.229489311483878
3.399909,28.364469411380348
3.436046,28.78910413005984
3.473718,29.717468516229864
3.509624,28.98504684855297
3.546519,30.223238280480416
3.582694,28.30616798618449
3.617592,29.94394501147346
3.654498,30.142894054366096
3.68935,28.297868247949605
3.724311,27.865722857129725
3.760943,28.018785010910033
3.797844,28.249755132205014
3.834997,28.10369548514299
3.871907,28.33997384753276
3.90964,30.19486228604286
3.94648,28.063200887100965
3.982352,28.678637462561472
4.019516,29.955807818336368
4.055365,29.780164022499584
4.090311,28.12954745851331
4.126021,29.412894759711104
4.164945,28.051449735790914
4.200003,29.245823342617516
4.23693,28.97438891235286
4.273865,28.670401789431917
4.3107,28.984048933055117
4.347376,28.350926446574938
4.38454,29.522712519956926
4.421411,28.862090197914036
4.456294,28.582344788575426
4.492088,28.883243517797535
4.528897,28.054368859498172
4.564795,28.64266259757358
4.601959,27.92777012662519
4.637868,28.28204523616383
4.675597,28.535468426717753
4.713499,27.81088535285987
4.750298,29.256147658864382
4.787463,29.81342930211123
4.82437,29.54239886491995
4.859027,28.177428309781746
4.895911,29.442335866260045
4.933074,28.45826465500775
4.967979,29.19125338330464
5.004875,30.042883573188973
5.040786,28.52019024809269
5.075528,28.14306581783975
5.113328,29.779502150240255
5.15046,27.802706842621756
5.185399,27.81480188728693
5.2223,28.02619342276761
5.259041,30.035915649931155
5.295871,29.396236767969388
5.331862,29.393713903603174
5.368658,29.424173943798227
5.404814,30.154825763557586
5.439675,28.880825720097256
5.474393,28.166949594366184
5.510402,28.70343757326362
5.547421,29.880010655134466
5.584313,30.24193516952152
5.619249,28.792501400121573
5.65414,29.042145318075296
5.689997,29.640985167253486
5.726695,29.472700705406154
5.761849,28.46920071221725
5.797531,29.795771475283566
5.8344,29.121917658329075
5.869548,29.556869701168186
5.905473,29.886232356502582
5.940411,28.597990443872867
5.976124,30.08360913867596
6.013179,29.424523921322695
6.048086,28.069788500655438
6.083739,28.572722405828884
6.121875,28.87234852444262
6.158642,29.451591712021788
6.196483,28.891714807718504
6.23259,28.087818107353076
6.268485,27.856889078244773
6.305339,29.458053513266716
6.342165,28.09818465018766
6.378976,29.25070130934285
6.416856,28.021849664374262
6.453017,29.5577100762985
6.489913,29.050200812859877
6.525659,28.7393883459395
6.562711,28.14025780559827
6.598616,29.50181644596422
6.635517,28.74465921643266
6.671163,28.398530684508707
6.711056,28.44957205595954
6.748954,30.275459869702193
6.78785,29.017316082904646
6.822816,28.852537606151913
6.85866,29.564006321344177
6.894607,29.101800172092524
6.930576,28.653782171329176
6.966636,29.084226513130087
7.002534,28.734818642326697
7.038439,29.305007747819033
7.074085,29.914812508031652
7.110984,28.475160363321773
7.146156,29.83409643030844
7.183054,28.71468612204602
7.217955,29.516680631167752
7.253859,28.47209803765188
7.288761,30.18462769218864
7.325518,30.07423478025741
7.362315,29.20042977478689
7.397481,28.748795971713037
7.43337,29.607315017403835
7.469292,28.886609767285325
7.504199,28.05641241583086
7.540124,29.264601396844856
7.576883,28.169053223551323
7.613922,30.04623446387357
7.65079,29.057540945139888
7.685709,29.42697147747374
7.721633,29.91708484575436
7.756477,28.92498387404535
7.792266,28.019472607156278
7.829308,29.265795178329654
7.866201,30.13642888209869
7.902137,28.60207015931646
7.937042,28.91012616634249
7.972893,29.479645911263365
8.008598,28.164038718198942
8.049487,28.900628585956614
8.086401,28.68236090537504
8.122281,28.563837506000098
8.158296,28.397228596565313
8.196328,29.064394710893524
8.233243,29.16450735974611
8.269147,30.24268126715036
8.305041,28.282156404603732
8.339996,29.89482757617568
8.376688,29.08725763100034
8.415778,29.848765071116457
8.452674,29.740231615308993
8.487569,27.826620278438263
8.522427,28.026571716542325
8.559374,29.453649107740304
8.597014,28.734894034993978
8.633035,28.18978292335396
8.670085,29.965116878822602
8.706972,28.460411015431678
8.742755,28.539010086019143
8.780785,28.228522818262746
8.817688,29.748805250291753
8.855439,28.984371649035158
8.891247,27.874237446857283
8.932123,27.898169384185163
8.970285,28.063204880402324
9.008129,28.13730935276508
9.046076,29.92401703896557
9.083966,29.561460351755546
9.118882,28.816016909146906
9.154556,30.177663454466767
9.19243,30.29776794857475
9.23133,28.873045688814
9.26749,27.815799485305003
9.303386,29.29865910285435
9.340289,28.345158770019957
9.377044,29.507883976851563
9.414068,29.485518416241682
9.449833,29.697645961929
9.485638,28.67917625638408
9.520814,29.36512101782072
9.557443,28.881919075751448
9.594345,29.929007281902393
9.630508,29.08002578518902
9.665409,28.259887174984627
9.701307,29.764135159063
9.738228,29.321300217757617
9.773133,29.13298873771684
9.809842,28.942557578377087
9.847668,29.06747644643094
9.883836,29.825001602446594
9.919745,29.932996431088828
9.954642,28.62110786403536
9.989513,27.84392191444136
10.026403,29.408472154233063
10.064091,29.313598348958116
10.10024,27.9687006402758
10.136141,29.889319469228017
10.17383,28.415697370575632
10.209709,28.58809558234968
10.246707,28.689593711611092
10.282771,28.50040030377213
10.318669,29.10274877806701
10.355533,29.010575460760638
10.392221,28.092161473952284
10.430115,30.00413771313726
10.46726,28.505373157356534
10.502178,29.7149636607598
10.539031,29.254083528131485
10.57376,28.750661660984065
10.609638,29.107968257739884
10.646583,28.623316517636088
10.683681,29.500338237831244
10.719602,28.328686638293057
10.754504,29.030657639109492
10.791249,28.636640346178343
10.828049,28.339399526248528
10.864228,28.85532647326892
10.901095,28.184103174466767
10.93702,30.261170675974906
10.974669,29.279723603666014
11.010591,28.568103393417
11.04657,28.58025359477477
11.083624,29.113897562428292
11.119537,29.89551944978243
11.155384,30.242365357107733
11.190112,29.129660535584495
11.225004,30.121649552395745
11.26289,29.334677951170992
11.298012,28.187749762885932
11.333963,28.59169873946601
11.370855,30.138087040258053
11.40667,29.282179647259724
11.441508,27.841890597296572
11.480584,28.407647913772518
11.517446,30.293057958797817
11.554361,28.947871619783353
11.589222,30.205928775455707
11.624937,28.63581652690117
11.661842,28.027820062218517
11.69894,28.923171443538852
11.735866,28.766900674114723
11.771737,29.83669064391731
11.808425,28.643190747511486
11.843334,30.250201953626387
11.880236,29.6878849704128
11.915387,28.372304543842947
11.950309,29.356309807519207
11.987209,28.01934980300389
