current_time_detect_line,frame_processing_detect_line
6.971638,23.812480832757668
7.015276,23.909311936153454
7.060124,23.348516279006446
7.103008,23.978960258930304
7.146909,23.353755832178596
7.192032,23.377446495204595
7.236672,23.606426215624726
7.280636,23.708725641923124
7.327657,23.90119927459156
7.371544,23.309639688837066
7.417209,23.702132624445255
7.462047,23.99622291275764
7.506187,23.320151116977925
7.549823,23.73318877499634
7.593984,23.64958775485657
7.63784,23.430272669347634
7.682492,23.307729368584262
7.727606,23.29542971805869
7.771517,23.318670810981462
7.816103,23.40408877080102
7.861239,23.764441602086087
7.905121,23.294873578644694
7.949757,23.312567860856255
7.993899,23.902327928592
8.037751,23.321096462152795
8.08051,23.62555083443527
8.127535,23.854058724610915
8.171392,23.56985208697461
8.215066,23.84170191282739
8.260154,23.660439737337903
8.304077,23.913248995400107
8.34868,23.37446182915611
8.391565,23.44691707038827
8.435702,23.882071622585165
8.480471,23.316110527183636
8.526455,23.414325876660552
8.571333,23.978566847006782
8.615963,23.3373731577121
8.659106,23.882868359379945
8.702997,23.771461184755786
8.745876,23.778105478540283
8.789764,23.797854343797535
8.834378,23.985153599867605
8.87853,23.441614368966736
8.92241,23.760235834703927
8.966272,23.609881910014515
9.01017,23.44163145224772
9.054042,23.265560702808344
9.098705,23.35284767688629
9.14282,23.359311474362013
9.186684,23.71449007792545
9.231317,23.76198767832162
9.278454,23.60033349711051
9.322321,23.30113964861179
9.366223,24.035777536143367
9.410085,23.335564288238196
9.453757,23.784011147439042
9.498605,23.92536276909035
9.54272,23.37211831628764
9.586645,23.67396069973204
9.631249,23.30793421175634
9.675377,23.46631537722919
9.719287,23.753458092612846
9.764026,23.42422852004415
9.810771,23.715776847723845
9.856911,23.478415373823793
9.901528,23.330092117239587
9.945669,23.723277612972456
9.992528,24.025836217893822
10.036428,23.5981049091405
10.08005,23.902186366017002
10.124176,23.77734420484517
10.167845,23.741424666502386
10.211961,24.008266286703247
10.255834,23.454439476517216
10.299463,23.440333009337582
10.343589,23.821397938033275
10.387492,23.373548427673935
10.430219,23.940271252489755
10.474267,23.61630245961119
10.52012,23.961731556998988
10.563856,23.320820429400083
10.609893,23.36646938842732
10.653791,23.785030820724305
10.698395,23.96651263268357
10.742531,23.653607069783888
10.786425,23.748861993239984
10.831147,23.897705178047545
10.874959,23.508996420582218
10.920066,23.84238963945516
10.964683,23.308924617429614
11.008568,23.30888326771552
11.052586,23.762804804395163
11.097327,23.734699837027893
11.143471,23.32351184482998
11.187351,23.727510404795026
11.231967,23.649914379433827
11.276847,23.609638245519353
11.320996,23.72851292505543
11.365611,23.79327953667341
11.409745,23.395180632526323
11.454597,23.894308291846183
11.499256,24.005457717175066
11.542405,23.56207465556592
11.586264,23.54837245000801
11.630003,23.355301089446765
11.675001,23.43636645752761
11.719665,23.426787366658008
11.763659,23.48499904421634
11.80968,23.832235180273663
11.853561,23.82199785849629
11.89719,23.859468544270744
11.940343,23.424426928978388
11.983957,23.489750429568055
